Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
01-01-2015;;;27,7;82;;;7;240;3;W 
02-01-2015;;31,8;27,9;83;8888;4,2;7;260;3;W 
03-01-2015;;;27,5;80;0,8;;5;250;2;W 
04-01-2015;25;30,4;27,3;82;4,2;;6;230;2;N 
05-01-2015;24;31,7;27,7;80;8888;;4;200;1;N 
06-01-2015;25;;28,3;76;;9,7;3;270;1;N 
07-01-2015;25;32,2;28,2;79;2,7;;6;230;2;N 
08-01-2015;24;32,4;28,5;76;;;5;250;3;W 
09-01-2015;;32,6;28,9;72;;8,9;7;250;3;W 
10-01-2015;25;32,8;28,7;73;;;9;240;4;W 
11-01-2015;26;33;28,8;76;0;9,6;11;240;4;SW
12-01-2015;26;32,5;28,1;82;;10,4;5;230;2;N 
13-01-2015;24;31,5;25,9;91;10,6;;5;240;0;N 
14-01-2015;24;31,8;27,1;85;74,4;2,3;5;230;2;N 
15-01-2015;24;31,8;27,2;85;0,8;;5;210;2;SW
16-01-2015;25;32,6;28,5;79;0,2;;5;210;2;N 
17-01-2015;24;31,6;26,6;88;54,4;;4;160;1;N 
18-01-2015;23;32,4;25,9;89;4,2;;4;270;1;N 
19-01-2015;25;31,5;26,3;87;7,7;;9;220;2;N 
20-01-2015;23;32,6;;;20,2;;4;200;2;N 
21-01-2015;24;30,2;27,2;84;8888;;2;130;0;N 
22-01-2015;25;31,6;26,8;89;;;5;110;2;N 
23-01-2015;24;31,4;26,3;;3,3;4,7;5;140;2;N 
24-01-2015;25;31,6;27,3;85;8888;;6;220;2;N 
25-01-2015;25;31,4;27,6;85;1;0;5;260;2;N 
26-01-2015;23;31;25,3;86;44;3,8;6;300;1;N 
27-01-2015;;31,7;27,7;85;8888;;5;240;1;N 
28-01-2015;25;31,8;28;83;15,2;;8;280;2;N 
29-01-2015;25;32;28,1;84;2;;6;280;3;W 
30-01-2015;26;32,4;27,2;84;0;9,7;6;190;2;N 
31-01-2015;24;29,8;26,2;90;47,3;;4;270;2;N 
01-02-2015;24;31,4;26,1;87;1,7;;3;190;1;N 
02-02-2015;;;27,4;82;7,6;4,2;4;190;1;N 
03-02-2015;24;28,6;26;90;1,6;;4;250;1;N 
04-02-2015;24;31,6;27,6;84;2,6;0,8;5;220;2;SW
05-02-2015;25;31,4;27,2;86;2,2;9,5;6;190;2;N 
06-02-2015;25;31,9;26,8;87;8888;5,7;5;200;3;W 
07-02-2015;24;32,2;27,2;85;8888;;5;300;2;N 
08-02-2015;24;31;27,2;84;48,8;;4;150;2;N 
09-02-2015;24;32;26,1;88;14;;5;290;2;N 
10-02-2015;24;31,2;27,1;86;93,2;4,8;5;230;2;NW
11-02-2015;24;31,4;26,5;87;33,8;3,4;4;230;2;N 
12-02-2015;25;32,2;26,7;86;8888;;6;180;2;N 
13-02-2015;24;32,2;26,6;86;37;;4;190;1;N 
14-02-2015;;31,2;27,5;86;39,1;4,6;4;120;2;N 
15-02-2015;24;33,1;28,1;78;0;;6;120;3;NW
16-02-2015;24;32,6;27,8;80;;9,2;5;130;3;W 
17-02-2015;25;32,6;27,5;85;;7;5;130;2;W 
18-02-2015;24;32,2;28,4;79;;6,2;5;120;2;SE
19-02-2015;24;30,4;26,4;87;155;9,8;5;140;2;W 
20-02-2015;24;30,4;26,8;83;7,2;1,8;3;210;1;N 
21-02-2015;24;32,2;27,4;82;;0,4;4;260;2;W 
22-02-2015;24;33,4;28,1;78;0;5,8;6;240;2;W 
23-02-2015;25;32,9;27,8;82;8888;10,8;4;230;2;W 
24-02-2015;24;33,1;28,4;81;16;3,4;9;210;2;SW
25-02-2015;25;;27,5;84;0,8;;4;140;2;W 
26-02-2015;25;32,6;28,2;78;0;10,4;5;120;1;N 
27-02-2015;25;31,7;27,7;82;0;7;4;170;2;N 
28-02-2015;25;32,2;27,9;83;;2,5;8;140;2;W 
01-03-2015;;32,2;26,6;83;4,4;7,8;5;220;2;W 
02-03-2015;24;32,2;26,3;85;1;1;7;230;2;SW
03-03-2015;23;32,6;26,7;83;47,5;6,8;11;280;3;W 
04-03-2015;24;30,5;26,8;86;0;5,6;9;230;2;W 
05-03-2015;25;31;26,8;85;;1,7;4;220;2;W 
06-03-2015;24;33,1;27,7;80;8888;1,4;7;190;3;W 
07-03-2015;24;;26,5;85;0;;7;300;2;N 
08-03-2015;25;33;27,3;84;1,7;;5;360;2;N 
09-03-2015;25;33,8;27,7;81;0,2;6,1;7;230;2;W 
10-03-2015;25;33,4;27,3;85;12,5;8,3;5;250;2;N 
11-03-2015;25;31,6;26,4;87;8888;4,8;5;240;2;W 
12-03-2015;24;32,4;26,3;87;36,1;1,5;4;140;2;N 
13-03-2015;23;32,6;26,9;82;10,5;6,9;6;230;2;N 
14-03-2015;23;32,8;28;84;8,7;9,6;5;190;1;N 
15-03-2015;;31,2;26,8;85;34;2,9;5;250;2;N 
16-03-2015;23;31,8;27,4;81;5,4;7,2;7;220;2;N 
17-03-2015;24;32,4;28,2;82;0;9;5;250;2;N 
18-03-2015;24;32,4;28,5;79;8888;10;6;200;2;N 
19-03-2015;26;32,6;28,9;80;;9,9;4;140;1;N 
20-03-2015;26;31,5;27,9;81;8888;4,9;4;130;1;N 
21-03-2015;26;;27,6;86;5,5;4,1;4;140;2;N 
22-03-2015;25;31,5;27,2;86;;5,5;5;110;2;N 
23-03-2015;;32,1;28,4;78;8888;6,4;3;130;2;W 
24-03-2015;25;32,8;28,6;80;;8;5;120;2;N 
25-03-2015;24;32,2;27,6;85;23,6;8,5;4;130;1;N 
26-03-2015;24;32,6;27,6;82;0;5,4;3;240;1;N 
27-03-2015;25;31,2;28;82;3,5;5,6;3;160;1;N 
28-03-2015;25;32,8;28,3;82;;6;5;150;2;N 
29-03-2015;24;32,4;27,5;82;53,4;8,4;5;140;2;N 
30-03-2015;25;31,4;28;81;0;8,9;3;150;1;N 
31-03-2015;25;32,4;28,3;82;8888;0,8;6;120;3;SE
01-04-2015;25;32,1;28;85;46,8;0,8;3;140;1;N 
02-04-2015;25;33,6;27,8;84;24;;4;330;2;NW
03-04-2015;23;31,2;26,3;85;35,7;3;4;270;2;N 
04-04-2015;24;31,8;28,3;82;1;2,1;3;130;1;N 
05-04-2015;;33,1;28,8;81;0;;4;120;1;N 
06-04-2015;;33,2;28,8;81;0;;3;260;1;N 
07-04-2015;26;32,6;27,5;83;;6,5;4;130;1;N 
08-04-2015;25;33,2;27;87;31,7;7;4;330;1;N 
09-04-2015;25;32,6;28,1;81;6,6;;4;240;1;N 
10-04-2015;25;;28,2;84;1,1;9,6;4;130;2;SE
11-04-2015;;32,2;27,7;85;12;;5;160;2;N 
12-04-2015;24;32,3;27,8;77;9,2;5,2;4;120;1;N 
13-04-2015;25;;27,3;86;1;7,5;3;230;1;N 
14-04-2015;25;32;27,8;82;10,7;3,2;4;130;1;N 
15-04-2015;25;32,2;27,9;84;0;8,1;6;350;2;W 
16-04-2015;25;32,6;28,2;83;0;5;4;290;2;N 
17-04-2015;26;32,6;26,7;89;;4;4;290;1;N 
18-04-2015;24;31;27,4;85;28,7;3,9;7;230;2;N 
19-04-2015;25;31,9;27,9;84;1,6;7,2;4;220;1;N 
20-04-2015;25;;26,7;88;1,5;5,3;4;230;1;N 
21-04-2015;25;33,3;28,4;81;2,8;3;3;240;2;W 
22-04-2015;25;;28;83;;8;6;200;2;N 
23-04-2015;25;32,4;27,8;84;0,6;6,6;10;230;3;NW
24-04-2015;24;32,5;27,2;85;7,5;3,1;6;220;2;W 
25-04-2015;;29,6;26,6;84;;6,5;7;260;3;W 
26-04-2015;25;32,1;27,6;83;;0,3;7;230;3;N 
27-04-2015;25;;27,8;83;5,7;3,4;6;220;2;N 
28-04-2015;24;32,6;27,8;81;8888;7,5;5;230;2;W 
29-04-2015;24;33,2;28,2;82;0;7;7;220;2;N 
30-04-2015;;;;;;;;;;
01-05-2015;25;32;27,6;85;;;5;220;2;N 
02-05-2015;25;29,8;26,8;85;;;4;140;1;N 
03-05-2015;;31,6;28,3;82;;;4;120;1;N 
04-05-2015;;30,2;26,7;89;22,3;;3;160;1;N 
05-05-2015;25;31,7;27,1;83;7,8;1,1;4;160;2;N 
06-05-2015;25;31,6;27,5;83;19,6;8,4;7;120;3;E 
07-05-2015;25;;28,1;79;;9;7;90;4;E 
08-05-2015;26;31,7;28,1;83;1,6;10;6;120;3;E 
09-05-2015;;31;27,4;81;;8,4;5;150;2;N 
10-05-2015;25;31;27,7;83;3,8;5,3;5;120;3;SE
11-05-2015;25;31,2;28;84;58,1;10;6;90;2;E 
12-05-2015;25;31,4;28,5;81;;7,2;6;110;2;E 
13-05-2015;;;;;;;;;;
14-05-2015;26;31,2;27,9;84;;8,4;8;130;4;E 
15-05-2015;26;31;28,3;83;0;9;9;150;4;SE
16-05-2015;27;30,8;;;;8;6;100;3;E 
17-05-2015;25;30,4;27,6;79;1;9,5;7;120;3;E 
18-05-2015;24;30;27,2;79;0;;5;110;2;E 
19-05-2015;23;30;25,9;81;;;4;110;2;E 
20-05-2015;;30,5;25,9;78;;10;6;120;2;SE
21-05-2015;;30,7;26,1;79;;9;5;130;2;SE
22-05-2015;23;31,7;26,5;79;;10;4;140;2;SE
23-05-2015;24;30,2;26,7;83;;9,4;6;110;2;SE
24-05-2015;25;31,4;27,4;83;;10;5;150;2;SE
25-05-2015;25;31;27,5;85;2,2;9;5;100;2;SE
26-05-2015;25;30,7;27,5;82;0;8,6;4;110;3;SE
27-05-2015;25;30,6;27,5;86;22;9;6;120;2;SE
28-05-2015;;30,2;27;87;96,3;8,2;7;120;3;SE
29-05-2015;24;30,6;27,2;84;6,6;5,5;6;140;3;E 
30-05-2015;;31,2;27,6;84;0;9,4;8;120;4;E 
31-05-2015;25;31,2;27,9;83;1;9,3;8;120;4;E 
01-06-2015;25;28,6;26,1;90;69,4;9,5;3;150;1;N 
02-06-2015;24;30,7;26,9;85;0,3;0,5;5;140;3;E 
03-06-2015;24;31,6;27,4;86;4;9;6;120;3;SE
04-06-2015;25;31,2;27,7;85;7,8;9;10;120;5;E 
05-06-2015;25;30,8;27,9;82;0;7,8;6;110;4;E 
06-06-2015;;30,6;27,9;79;;;8;130;5;SE
07-06-2015;25;30,4;27,5;86;24,2;6;7;90;5;E 
08-06-2015;26;30,3;27,7;85;0;6,4;8;130;4;E 
09-06-2015;26;30,4;27,5;86;;3,5;5;100;4;E 
10-06-2015;26;29,3;27;85;8888;4,5;8;130;5;E 
11-06-2015;26;30,1;27,2;82;8888;1;8;120;4;E 
12-06-2015;24;30,2;26,1;84;;9,5;8;100;3;E 
13-06-2015;23;29,7;26,3;84;;7;5;110;2;E 
14-06-2015;;29,6;26,5;81;;9,5;7;130;3;E 
15-06-2015;23;;25,8;84;;9,5;8;100;2;E 
16-06-2015;;30,6;25;84;;9,5;5;110;2;N 
17-06-2015;22;31,2;25,2;85;;9,5;6;110;2;E 
18-06-2015;23;29,2;25,8;87;2,6;9;8;130;4;E 
19-06-2015;24;29,4;26,2;85;0;9,1;6;100;3;E 
20-06-2015;;29,4;24,8;88;0;;6;120;2;N 
21-06-2015;22;29,8;26,1;85;;8,3;6;110;3;SE
22-06-2015;23;29,6;25,6;85;;7;6;90;3;E 
23-06-2015;;29,2;25,5;79;;9,2;6;110;3;E 
24-06-2015;;;25,1;83;;;7;130;2;E 
25-06-2015;;28,6;24,8;86;8888;9,6;5;140;2;N 
26-06-2015;23;29;26;85;;9,5;8;140;3;E 
27-06-2015;24;29,2;26,1;86;;9,6;8;100;4;E 
28-06-2015;24;;26;81;;8;7;130;4;SE
29-06-2015;;;26;80;;;5;120;3;E 
30-06-2015;22;;25,2;83;0;9,2;7;110;4;E 
01-07-2015;23;28,7;25,8;81;;10;4;110;3;E 
02-07-2015;23;28,8;25,4;79;;9;5;70;2;E 
03-07-2015;22;28,4;24,6;84;;10;5;110;2;SE
04-07-2015;21;28,6;25;82;;9,1;8;120;4;SE
05-07-2015;22;28,6;;;;9,1;4;110;2;SE
06-07-2015;22;28,4;24,7;82;0;9,5;6;120;3;E 
07-07-2015;23;28,6;25,1;86;;9,3;6;120;3;E 
08-07-2015;23;28,6;26;78;8888;9;5;110;3;E 
09-07-2015;24;28,5;25,5;79;1,4;6,5;5;120;3;E 
10-07-2015;22;29,3;24,3;84;;6;4;120;2;N 
11-07-2015;22;28,2;24,8;86;;9;5;120;3;SE
12-07-2015;23;29,2;26;84;;9;5;100;2;N 
13-07-2015;24;31,4;26,6;84;0;;6;110;3;E 
14-07-2015;25;29,6;26,8;83;;9,3;6;100;3;E 
15-07-2015;25;28,5;26,3;85;;7,5;8;90;3;E 
16-07-2015;;28,4;25,3;88;;7,1;10;90;4;E 
17-07-2015;24;29,4;25,6;87;1;3,5;9;120;4;E 
18-07-2015;24;28,2;25,6;85;0;5,4;8;100;4;E 
19-07-2015;24;28;25;86;;;5;120;3;E 
20-07-2015;;28,8;26,6;86;0;7,5;8;120;3;E 
21-07-2015;24;28,6;26;84;;6;5;120;3;E 
22-07-2015;25;29;26,3;85;;8,4;7;100;4;E 
23-07-2015;24;28,9;25,7;83;;6,4;6;120;3;E 
24-07-2015;23;29,4;25,5;88;0;9,2;7;120;4;E 
25-07-2015;23;29;26;84;2,1;8,2;7;100;3;SE
26-07-2015;23;29;25,5;82;;10;8;120;4;SE
27-07-2015;23;28,8;25,8;84;0;9,1;8;100;4;SE
28-07-2015;24;29,2;26,2;83;0;9,5;6;110;3;SE
29-07-2015;23;;25,7;85;;8;9;120;4;SE
30-07-2015;;29,5;26,7;83;0,2;8,8;7;120;3;E 
31-07-2015;;29,2;26,1;87;;8,2;8;110;3;E 
01-08-2015;23;28,7;25,8;81;2,6;10;4;110;3;E 
02-08-2015;22;28,4;25,1;80;0;10;8;140;4;E 
03-08-2015;;28,6;24,1;82;;;8;100;4;E 
04-08-2015;23;28,5;25;83;0;;6;110;3;E 
05-08-2015;23;28,5;24,9;84;0;9,6;4;140;2;N 
06-08-2015;23;28,8;25,1;85;;10;4;120;2;SE
07-08-2015;23;28,4;25,4;84;0;;4;110;2;E 
08-08-2015;23;28,4;25,3;83;0;9,4;9;120;4;SE
09-08-2015;22;28,4;;;0;8;6;120;4;E 
10-08-2015;;;26,3;84;;;8;130;5;SE
11-08-2015;25;28,2;26,4;83;;7,3;8;120;5;SE
12-08-2015;25;29,2;26,5;83;0;9;7;100;4;E 
13-08-2015;23;28,8;25,4;85;0;7,5;8;110;5;SE
14-08-2015;24;29;26,2;84;;8;6;150;4;SE
15-08-2015;25;28,8;26,1;84;;7,4;7;120;4;E 
16-08-2015;25;28,2;26,1;86;0;;8;140;5;E 
17-08-2015;;28,4;25,4;85;0;;8;120;5;SE
18-08-2015;24;28,2;25,2;82;;;10;130;5;E 
19-08-2015;24;28;24,9;83;;9,4;6;110;3;E 
20-08-2015;22;27,4;24,1;81;8888;5,5;6;90;2;E 
21-08-2015;20;27,6;23,7;80;;10,5;6;130;2;SE
22-08-2015;22;28,5;24,5;84;1,3;10,1;7;100;4;E 
23-08-2015;23;28,2;24,9;81;0;10;7;150;3;E 
24-08-2015;23;;25,4;80;;;7;130;3;E 
25-08-2015;22;28;24,6;86;;9,3;5;140;2;E 
26-08-2015;22;28,4;25,3;82;;2,5;7;140;3;E 
27-08-2015;;28,8;26;83;0;9;8;130;4;E 
28-08-2015;24;30,4;25,9;86;0;;5;100;4;E 
29-08-2015;23;28,2;25,6;85;;7,1;7;110;4;SE
30-08-2015;24;28,6;26;85;8888;8,5;8;150;4;E 
31-08-2015;;28,5;25,8;83;1,7;;6;120;4;E 
01-09-2015;24;;25,8;85;;9;8;100;5;E 
02-09-2015;24;28,4;25,8;83;;9;9;90;5;E 
03-09-2015;24;28,2;25,4;84;0;7,3;7;100;4;E 
04-09-2015;24;28,5;25,3;85;0;9;7;130;4;E 
05-09-2015;23;28,2;25,1;85;0;7,1;6;140;3;E 
06-09-2015;24;28;25,8;84;;;9;120;5;E 
07-09-2015;24;28,2;26,8;79;0;9;6;120;3;E 
08-09-2015;24;27,9;25,2;86;;8,5;6;110;3;SE
09-09-2015;22;27,8;24,5;86;0;8,2;7;140;3;E 
10-09-2015;23;28,4;25;84;0;9,1;6;100;3;SE
11-09-2015;24;28,3;25,6;85;;8;7;120;4;SE
12-09-2015;25;28,3;;;;9,5;6;130;4;SE
13-09-2015;24;28;25,5;;;9;7;130;4;E 
14-09-2015;23;28,2;25,2;80;8888;7,2;7;140;3;SE
15-09-2015;22;28;24,8;82;;9,4;8;120;3;E 
16-09-2015;22;28,4;;;0;10;6;120;3;SE
17-09-2015;;27,8;25,3;85;0;;6;140;3;SE
18-09-2015;23;29;25,3;87;;7,5;6;120;4;E 
19-09-2015;24;;26;82;0;;6;130;3;SE
20-09-2015;24;28,9;25,9;86;;9;6;120;2;SE
21-09-2015;24;29,2;26,1;83;0;7,1;8;100;2;E 
22-09-2015;;29;25,9;84;;9,5;6;110;4;E 
23-09-2015;24;28,6;26;84;;9;6;130;3;E 
24-09-2015;24;28,3;25,6;83;0;10;5;120;2;E 
25-09-2015;23;28,6;25,3;82;;10,1;7;140;2;E 
26-09-2015;;28,7;25,4;85;;;6;120;2;E 
27-09-2015;24;28;25,6;85;;;8;120;4;SE
28-09-2015;24;27,6;25,6;86;0;4,5;6;130;3;SE
29-09-2015;;;25,8;86;;4;6;120;4;E 
30-09-2015;24;28,2;25,8;87;;9,2;8;120;4;E 
01-10-2015;24;28,2;25,3;86;;9;8;140;3;E 
02-10-2015;;28,2;25,5;87;;;6;120;2;E 
03-10-2015;24;28;25,7;87;;6;8;110;4;E 
04-10-2015;24;27,6;24,9;88;0;6,5;7;120;4;E 
05-10-2015;23;27,8;25;87;;8;7;130;3;SE
06-10-2015;23;28,2;25,8;82;0;9,2;8;120;3;E 
07-10-2015;23;28,7;25,7;83;;10;5;140;3;E 
08-10-2015;23;29,2;26;82;;9,6;6;110;3;E 
09-10-2015;;29,2;26,2;82;0;10;6;130;3;E 
10-10-2015;23;29,6;25,9;84;0;10,3;7;140;4;SE
11-10-2015;24;30,2;26,9;85;0;9,5;7;120;3;E 
12-10-2015;24;29,8;26,2;87;;;6;130;4;SE
13-10-2015;24;30;26,5;83;0;7,4;6;140;3;SE
14-10-2015;24;30,2;27;78;0;;5;140;3;SE
15-10-2015;25;29,8;27,2;84;;8,5;8;120;3;SE
16-10-2015;25;30;27,2;81;;10,1;6;140;3;SE
17-10-2015;25;30,5;27,2;82;;10,3;7;140;3;E 
18-10-2015;25;;27,2;83;0;10;5;140;3;E 
19-10-2015;25;30,2;27,1;82;;7,3;8;140;3;SE
20-10-2015;25;30,8;27,8;81;0;9;7;140;3;SE
21-10-2015;25;30,9;28;75;8888;10;7;120;4;E 
22-10-2015;26;29,9;27,4;82;0;10,4;8;110;4;E 
23-10-2015;;29,6;27,3;82;0;;6;150;3;E 
24-10-2015;25;29,6;26,8;84;;9,5;8;130;4;E 
25-10-2015;24;30;26,1;86;0;7,5;6;130;3;E 
26-10-2015;;30,6;27,2;84;;9,3;7;120;3;SE
27-10-2015;;30,4;27,6;84;0;9,4;7;130;3;SE
28-10-2015;26;30;27,7;82;0;9,2;6;140;2;N 
29-10-2015;25;30,6;27,9;82;;8,2;8;140;3;E 
30-10-2015;;30,6;28,1;82;0;;5;120;3;SE
31-10-2015;24;31,3;27,5;82;;9,3;7;130;3;SE
01-11-2015;25;31,9;28,3;79;;9,1;8;150;3;SE
02-11-2015;;31,8;28,6;80;4,2;10,3;8;120;3;SE
03-11-2015;24;32;28;82;0;;6;120;2;N 
04-11-2015;26;31,9;;;;10;6;160;3;SE
05-11-2015;26;31;27,9;86;1,9;9,8;6;50;3;SE
06-11-2015;25;31,1;27,2;88;15,9;1,6;6;160;2;N 
07-11-2015;24;30,3;26,7;88;130,6;3,3;4;160;1;N 
08-11-2015;25;31;27,1;87;;2,5;6;150;2;N 
09-11-2015;25;31;27,4;85;2,4;5,9;6;140;2;SE
10-11-2015;;27,2;25,4;91;41,2;;6;180;1;N 
11-11-2015;;30,1;27;87;8,7;0,5;5;110;2;SE
12-11-2015;25;30,4;27,7;86;;7,4;7;150;2;N 
13-11-2015;25;30,7;27,5;87;;7;6;130;2;SE
14-11-2015;26;30,8;28,1;85;10,5;7,4;6;140;3;E 
15-11-2015;26;30,6;27,4;88;5;8,5;7;140;4;SE
16-11-2015;24;31;27,7;83;44,4;8;6;130;2;SE
17-11-2015;;31;28,2;78;0;9,5;6;140;2;SE
18-11-2015;26;31,3;28,1;84;4,8;10;4;150;2;N 
19-11-2015;;31,2;27,9;84;2,8;8,5;6;140;2;N 
20-11-2015;;31,4;27,8;87;33,4;8,5;5;120;2;SE
21-11-2015;25;31,6;28,3;84;0;7,1;7;130;3;SE
22-11-2015;25;29,2;26,2;93;28,1;7;3;280;1;N 
23-11-2015;25;32;28,1;86;21;;6;150;2;N 
24-11-2015;;32,2;28;84;0;6,5;6;140;2;N 
25-11-2015;25;30,8;28,4;83;;9;7;160;2;N 
26-11-2015;25;32;27,2;87;6,2;7,4;5;340;1;N 
27-11-2015;25;31,4;27,7;85;1;4;5;130;2;N 
28-11-2015;25;32,2;28,5;82;0;2,5;6;130;2;N 
29-11-2015;26;32,2;27,9;86;12,2;7;7;130;1;N 
30-11-2015;25;31,8;27,9;86;7,6;3,4;8;150;3;SE
01-12-2015;;31;27,8;86;19,9;9,3;4;150;1;N 
02-12-2015;25;31,8;28,3;85;4,4;1,5;5;130;2;N 
03-12-2015;26;31,2;27,4;84;0;8;5;140;2;N 
04-12-2015;24;31,1;26,9;87;2,4;;8;40;2;SE
05-12-2015;24;30,6;27,1;91;131,9;2,6;7;110;2;N 
06-12-2015;;31,4;27,1;88;23,6;5,4;4;120;2;N 
07-12-2015;25;32,3;28,6;82;8888;3,3;5;120;2;N 
08-12-2015;25;32;27,1;89;58,7;10;6;300;2;N 
09-12-2015;25;32,2;28,1;82;8,2;4,3;7;130;2;N 
10-12-2015;25;32,6;27,9;86;25,9;9,6;5;120;2;SE
11-12-2015;25;32;28,4;83;1,7;4;6;120;2;N 
12-12-2015;25;30,2;26,4;92;20,6;4,6;6;150;1;N 
13-12-2015;24;31,8;27,8;84;57,2;0,4;5;200;1;N 
14-12-2015;26;30,2;26,9;88;8,6;7;4;240;2;N 
15-12-2015;24;30,6;26,9;85;14;1;5;230;2;N 
16-12-2015;25;31;26,6;88;18,2;5;4;220;1;N 
17-12-2015;25;32,8;27;86;3,9;3,4;5;250;1;N 
18-12-2015;25;30,4;27,2;86;1,2;2;5;220;1;N 
19-12-2015;25;32,4;28;82;0,8;0;5;210;2;N 
20-12-2015;;31,8;28,1;82;;4,5;4;250;1;N 
21-12-2015;25;32,8;27,8;83;9;;6;320;2;N 
22-12-2015;25;31,7;27,6;85;3,7;4,5;5;290;1;N 
23-12-2015;25;31,6;27,8;84;1;6,5;8;230;4;W 
24-12-2015;26;31,4;28;79;0;1,4;7;280;4;W 
25-12-2015;25;31,9;27,8;82;2,7;2,1;6;250;2;N 
26-12-2015;26;32,2;28,5;80;0;8,3;6;180;2;N 
27-12-2015;;32,6;29;79;1,3;5,5;5;180;1;N 
28-12-2015;26;32,4;29,4;77;0;9;6;120;2;N 
29-12-2015;26;32,2;29;80;0;9,3;4;120;2;N 
30-12-2015;26;;29,6;77;;7,5;6;170;2;N 
31-12-2015;26;33,4;30;75;0;7,1;5;170;2;N 
01-01-2016;26;32,2;28,5;86;0;10;4;150;1;N 
02-01-2016;26;32,6;29,4;80;0;4,5;6;120;2;SE
03-01-2016;;33,4;29,3;80;4,4;8,1;6;150;2;N 
04-01-2016;27;;29,4;81;8888;9;4;170;1;N 
05-01-2016;27;33,3;29,3;79;;7;5;150;2;W 
06-01-2016;26;;29,1;78;;5;5;110;2;SE
07-01-2016;27;33,6;29,5;81;0;;6;150;2;N 
08-01-2016;27;33,2;28,3;84;;7;5;140;2;N 
09-01-2016;25;32,4;28,4;82;38,8;6,4;7;150;2;N 
10-01-2016;;32,8;28,6;80;3,5;10;5;130;1;N 
11-01-2016;26;32,9;28,3;83;;10;4;120;2;N 
12-01-2016;25;32,6;28,4;80;0,5;5;5;140;1;N 
13-01-2016;26;33,4;28,5;77;;7,3;5;120;2;N 
14-01-2016;26;32,6;28,7;82;0;8,4;5;100;2;SE
15-01-2016;26;34,2;28,7;84;13,3;5,3;5;250;1;N 
16-01-2016;26;32,6;29,2;79;0;5,4;4;200;2;N 
17-01-2016;;33;28,6;83;33,1;1;4;150;2;SE
18-01-2016;27;33,5;28,8;82;;9,5;6;340;2;N 
19-01-2016;;33,4;28,7;81;1,5;5,5;4;230;1;N 
20-01-2016;25;31,4;27;90;11,4;6,5;7;250;2;N 
21-01-2016;24;33;27,8;87;4,6;;6;210;2;N 
22-01-2016;26;32,4;27,1;91;3,7;6,5;4;100;2;N 
23-01-2016;25;33,8;29,1;75;7,5;5,2;9;320;3;N 
24-01-2016;;33,8;28,1;81;0;10;7;340;2;N 
25-01-2016;24;31,9;28,1;79;14,6;2;3;100;1;N 
26-01-2016;25;33,7;28,9;81;1,9;;4;220;2;N 
27-01-2016;26;33,6;28,6;82;1;7;7;240;2;N 
28-01-2016;26;34,2;29,2;79;1,8;5,3;8;200;3;W 
29-01-2016;26;34;29,1;79;0,5;8,5;4;270;2;N 
30-01-2016;26;34,2;28,4;84;;9;4;230;2;W 
31-01-2016;;34;27,9;84;26;7,4;5;50;2;W 
01-02-2016;24;31,9;27,7;84;85;;5;230;2;N 
02-02-2016;25;30,2;26,4;90;;4,2;5;350;1;N 
03-02-2016;24;29;26,1;90;44,6;0,3;3;80;0;N 
04-02-2016;25;30;26,6;91;9,8;0;4;280;1;N 
05-02-2016;25;31,8;27,1;89;12,9;1,3;6;250;2;N 
06-02-2016;25;32,8;28,1;84;49,8;3,4;7;180;2;N 
07-02-2016;25;32,5;28;84;53,7;7;4;210;1;N 
08-02-2016;25;;26,7;90;9,1;8,5;6;180;1;N 
09-02-2016;25;30,7;26,1;93;20,6;0,1;3;270;0;N 
10-02-2016;;30,4;27,2;89;;0;4;220;1;N 
11-02-2016;25;31,2;27,3;85;7,4;;3;250;1;N 
12-02-2016;25;29;26,2;92;13,8;0,5;6;270;2;N 
13-02-2016;24;30;26,7;88;;0,1;5;120;1;N 
14-02-2016;25;32,7;28,6;82;0,8;3,2;4;140;2;W 
15-02-2016;25;34,7;27,7;87;;7;4;240;2;W 
16-02-2016;;31,6;26,9;87;9,9;6,5;4;350;1;N 
17-02-2016;26;32,3;27,3;87;1,3;3;5;350;2;N 
18-02-2016;25;32,6;28,3;84;8,5;5;4;200;1;N 
19-02-2016;26;33,2;29,1;82;;9;4;110;2;N 
20-02-2016;25;33,2;29,1;80;0;9,1;5;200;3;W 
21-02-2016;;32,6;29,3;80;0;7,4;6;210;2;N 
22-02-2016;25;32,7;28,2;81;5,5;5,3;4;130;1;N 
23-02-2016;26;;28,7;80;;5,2;3;210;2;NW
24-02-2016;25;33,4;27,9;82;;6;5;190;2;NW
25-02-2016;25;;27,6;83;8888;6;4;300;2;N 
26-02-2016;25;33,2;28,4;83;2,1;5,3;5;220;2;W 
27-02-2016;25;33,2;28,1;84;1,2;9;5;220;2;W 
28-02-2016;25;33,9;;;1,5;3,3;4;290;2;N 
29-02-2016;25;33;26,9;90;44,5;4,3;7;340;2;N 
01-03-2016;;33;27,8;80;68,2;5,3;8;330;4;NW
02-03-2016;25;34,2;29,3;73;0;9,2;6;320;2;N 
03-03-2016;26;32,8;28,8;81;;4,2;6;130;3;SE
04-03-2016;25;32,2;27,8;84;18,1;8,6;5;150;2;N 
05-03-2016;25;30,8;27,1;88;31,5;;4;220;1;N 
06-03-2016;25;34;28,5;84;;2;5;260;2;N 
