Tanggal;Tn;Tx;Tavg;RH_avg;RR;ss;ff_x;ddd_x;ff_avg;ddd_car
07-05-2022;25,8;31,8;28,4;85;0;9,2;5;130;2;W 
08-05-2022;26,2;31,6;28,3;86;;4;3;240;1;C 
09-05-2022;26;33;29;82;;5;4;150;2;SE
10-05-2022;26,4;32;28,9;85;1;9,5;4;110;2;SE
11-05-2022;26,2;31,8;28,5;88;12,5;8;4;140;1;C 
12-05-2022;26,8;32,2;28,8;84;8888;5,2;4;120;2;W 
13-05-2022;26,8;32,8;28,9;84;;3,2;3;200;1;C 
14-05-2022;26,2;32;28,5;85;1,8;5,5;3;240;1;C 
15-05-2022;26,4;32,4;29,2;82;8888;5;3;140;1;C 
16-05-2022;26,8;31,7;28,7;85;7;8,5;3;140;1;C 
17-05-2022;26,5;31,6;28,7;82;4;7,4;3;160;1;C 
18-05-2022;26;31,8;28,7;83;;9,1;4;180;2;SE
19-05-2022;25,4;30,6;27,2;89;23,9;10;3;170;1;C 
20-05-2022;25;31,6;27,4;88;10,3;2,2;3;110;1;C 
21-05-2022;25,4;31,8;28;84;0,4;8,4;3;330;1;C 
22-05-2022;24,7;30,2;27,5;86;4,5;0,8;5;250;1;C 
23-05-2022;25,4;31,4;28;85;8888;0,5;4;140;1;C 
24-05-2022;25,6;32,4;28,5;82;;6,7;3;200;2;NW
25-05-2022;24,9;31,5;27,5;85;9,1;8,5;3;60;1;C 
26-05-2022;25;29,8;26,3;89;;3,8;9;210;2;C 
27-05-2022;24;30,6;27,4;85;20,7;0,2;3;120;1;NW
28-05-2022;24,6;33;28,3;79;;4,2;4;310;2;C 
29-05-2022;25;33,2;28,4;80;;8,3;5;220;2;W 
30-05-2022;25,4;34;28,5;81;;7,4;5;280;2;W 
31-05-2022;25,6;31,4;27,7;84;0;8,8;7;240;2;C 
01-06-2022;25,6;;;;10,2;7,2;5;100;1;C 
02-06-2022;25,8;30,4;27,7;86;3,2;3,4;3;150;1;C 
03-06-2022;24;31;27,1;82;1,8;3,5;3;130;1;C 
04-06-2022;24,7;31;27,5;80;;9,6;3;130;1;C 
05-06-2022;25,3;31;27,5;83;;8,2;3;140;1;SE
06-06-2022;25,6;;26,3;89;10,1;4,5;12;150;2;C 
07-06-2022;23,7;30,5;26,7;86;2,9;2,5;6;100;1;C 
08-06-2022;23,8;31,7;27,2;85;0;8;3;220;1;C 
09-06-2022;24,6;31,8;27,3;86;11,3;3,8;3;150;1;C 
10-06-2022;25,4;31,5;27,5;84;;6,4;3;130;2;S 
11-06-2022;25;31;27,7;84;43;8,4;3;150;1;C 
12-06-2022;25,4;30,6;27,6;88;4,8;7,3;3;140;1;C 
13-06-2022;25;31,2;26,9;86;8888;4;3;320;1;C 
14-06-2022;25;30,9;27,3;84;;0,4;4;110;2;C 
15-06-2022;24,6;31;27,3;86;28,2;6,5;2;130;1;W 
16-06-2022;25;310,2;26,7;90;8888;4,3;3;320;1;NW
17-06-2022;23,7;29,8;26;90;17,4;4,2;2;200;1;C 
18-06-2022;24;30,9;27;85;0,5;2,3;4;140;2;SE
19-06-2022;;;;;;;;;;
20-06-2022;24,8;30,6;27,6;87;23,5;9;5;130;2;E 
21-06-2022;24,4;31,2;27,5;84;6,6;4,5;5;100;3;E 
22-06-2022;24,8;31,4;28;79;0,1;7,3;5;110;2;E 
23-06-2022;25;31,2;27;85;8888;9,4;5;100;2;SE
24-06-2022;24,6;31,4;26,9;84;6,5;6,3;5;130;2;E 
25-06-2022;24,6;30;27;84;2,2;5,3;9;120;3;SE
26-06-2022;25,2;29,8;26,4;90;27,2;5,4;5;100;2;C 
27-06-2022;23,9;27,6;25,3;92;25,6;1,5;6;130;3;SE
28-06-2022;24,4;30;26,9;77;57,9;;6;120;3;E 
29-06-2022;23,4;30,2;26,5;76;0;9,4;3;90;2;SE
30-06-2022;;30,2;25,9;84;;10;3;120;2;SE
01-07-2022;23;31;26,5;86;1,2;9,5;6;110;4;E 
02-07-2022;24,8;28,4;26,6;88;8888;9;5;130;3;SE
03-07-2022;25,4;30,4;27,6;88;28,8;2,5;3;140;2;SE
04-07-2022;26,3;31,6;28,4;84;8888;;3;140;1;SE
05-07-2022;25,6;31,5;27,9;86;0;7,4;4;120;2;SE
06-07-2022;26;30,7;27,3;86;1,5;4;4;110;2;E 
07-07-2022;24,8;30,1;27;83;;6,5;3;110;2;SE
08-07-2022;24,9;29,8;26,7;78;0;8,5;4;140;2;E 
09-07-2022;24;29,8;26,6;78;1,3;8;5;140;2;SE
10-07-2022;23,5;29,2;25,9;86;4,6;7,3;5;120;2;C 
11-07-2022;24,2;30,2;26,8;86;12,9;4,3;5;110;3;E 
12-07-2022;24,1;30,8;28,1;80;1,6;7;5;80;3;E 
13-07-2022;25,6;30,2;27,7;90;9,4;8,3;3;270;1;SE
14-07-2022;24;30,2;27,3;86;41;;4;110;2;SE
15-07-2022;24,8;30;27;88;27,8;;7;150;3;E 
16-07-2022;24,4;28,6;26;88;62,3;7,2;5;240;2;W 
17-07-2022;24,6;30,2;27,1;82;1,2;2,2;5;120;4;SE
18-07-2022;25,4;30,1;27,8;76;0;4,7;4;90;3;E 
19-07-2022;;;;;;;;;;
20-07-2022;;30;26,9;81;;9;4;120;3;E 
21-07-2022;24,5;30;26,6;84;0;8,3;5;80;4;E 
22-07-2022;24,8;29,5;27,3;77;0,7;6,1;6;100;3;E 
23-07-2022;24,8;30;27;82;0,4;4;5;90;4;E 
24-07-2022;24,8;29,8;27;84;2,6;5;6;120;4;NE
25-07-2022;21,6;29,4;25,4;76;0;7,8;4;70;2;E 
26-07-2022;;28,8;24,6;83;;9,5;6;120;3;E 
27-07-2022;21,8;29,2;26,1;84;;9,5;5;120;3;SE
28-07-2022;;;;;;;;;;
29-07-2022;25,8;29,3;27,1;84;8888;5,5;4;120;2;SE
30-07-2022;24,6;29,4;26,3;84;;5,3;4;140;2;SE
31-07-2022;23,4;29,4;25,7;84;;7,8;4;130;2;SE
01-08-2022;23,4;29,8;26,3;86;;9;4;160;2;SE
02-08-2022;24;30;27,2;84;;8;5;130;2;E 
03-08-2022;24,6;29,6;26,6;87;;7,8;6;140;3;SE
04-08-2022;26;30,6;27,5;81;0,6;3,1;4;140;2;E 
05-08-2022;23;30,6;26,4;79;;10;4;140;2;SE
06-08-2022;23,2;30,4;26,5;82;0;10,2;4;100;2;SE
07-08-2022;23,8;29,8;26,4;83;40,7;9,7;4;140;3;SE
08-08-2022;24,6;29,4;26,4;81;8888;7,2;6;140;3;SE
09-08-2022;24;28,6;25,4;90;10,1;7;10;190;4;SE
10-08-2022;;28;25,6;91;65,1;1,5;5;160;4;SE
11-08-2022;;28,8;26,4;90;22;2,4;7;130;4;SE
12-08-2022;25;29;27,1;87;17,1;4,5;3;140;1;C 
13-08-2022;24;30,2;26,3;88;33,9;3;4;190;2;NW
14-08-2022;24;30,4;26,8;85;;4,6;4;120;2;SE
15-08-2022;24,4;30,6;27,4;86;1,5;3,4;4;160;2;W 
16-08-2022;24,4;30,6;27,2;87;5,2;7;6;120;3;SE
17-08-2022;25,4;30,7;27,7;80;1,6;7,4;5;120;4;SE
18-08-2022;24,6;29,8;26,6;84;10,9;9,4;10;120;4;E 
19-08-2022;25,4;31;26,8;78;;8,2;6;120;4;SE
20-08-2022;25,4;30;27,5;73;;5,8;9;130;5;SE
21-08-2022;25,9;29,6;27,3;76;0;6,6;6;100;3;E 
22-08-2022;25;29,6;26,8;82;0;1,2;6;120;4;SE
23-08-2022;25;29,2;27,1;80;0;8,5;10;120;4;SE
24-08-2022;25,4;29;26,7;79;1;10;6;110;4;SE
25-08-2022;25,4;29,2;26,8;80;0;8,5;6;130;4;SE
26-08-2022;25,3;28,8;26,6;84;0;8,7;5;110;4;SE
27-08-2022;25,2;29,2;26,7;79;;3;5;120;4;SE
28-08-2022;25;28,8;26,4;78;2,7;9,6;6;110;3;E 
29-08-2022;24,5;28,6;26,1;81;0,1;9,3;4;130;3;E 
30-08-2022;24,8;29;26,1;84;0,8;2,9;4;130;3;SE
31-08-2022;25,6;28;26,5;88;;9,2;4;120;2;SE
01-09-2022;25,4;29,2;27;86;3,6;0,4;4;120;3;SE
02-09-2022;25,4;29,2;27,1;87;10;4,8;4;140;3;SE
03-09-2022;25,6;29,4;27,1;83;;10,3;4;140;2;SE
04-09-2022;23,6;29,4;26,1;84;0;9,1;5;140;2;SE
05-09-2022;24,2;30,2;26,6;86;0;9,6;6;160;3;SE
06-09-2022;25,6;30,2;27,5;82;0,8;8,6;6;140;3;SE
07-09-2022;;30,2;27,2;84;0,7;8,8;4;120;3;SE
08-09-2022;24,3;30,2;26,5;89;92,6;4,3;4;120;2;C 
09-09-2022;23,6;29,3;26,2;88;63,5;3,9;3;140;1;C 
10-09-2022;;30,2;26,2;89;1,4;3,3;5;140;2;SE
11-09-2022;23,8;28,6;26,2;88;112,2;6,3;6;80;2;SE
12-09-2022;24,6;30,9;26,9;88;31,4;0,7;4;160;2;C 
13-09-2022;23,4;31;26,7;86;42,1;6,4;6;100;3;SE
14-09-2022;24,8;30,8;27,6;82;1,4;9,6;5;130;3;SE
15-09-2022;24;30,9;26,1;86;31,8;7,5;6;80;4;SE
16-09-2022;24;29,8;26,4;90;109,2;6,2;5;110;3;SE
17-09-2022;24,4;30,6;27,6;81;16,7;4;7;130;3;SE
18-09-2022;25,4;30,3;27,3;83;3,7;7,4;6;120;3;SE
19-09-2022;25,6;30,4;27,7;81;8888;8,8;5;150;4;SE
20-09-2022;26,6;29,1;27,4;79;8888;6,8;7;140;3;SE
21-09-2022;24,2;30;26,7;86;56,1;2;5;140;3;SE
22-09-2022;24,8;30,2;27,2;85;38,6;4,8;5;110;3;SE
23-09-2022;25,4;30,2;27,6;85;2,8;5,2;4;110;3;SE
24-09-2022;24,2;30;26,8;87;92,3;7,5;5;130;3;SE
25-09-2022;24,6;30,4;27,9;81;6,5;7,4;6;140;4;E 
26-09-2022;25,7;30;27,2;84;2,6;9,1;5;120;3;SE
27-09-2022;24,6;29,8;26,9;84;3,6;6,2;4;150;3;SE
28-09-2022;25;29,8;26,8;80;0,1;9,5;4;140;3;SE
29-09-2022;25,2;30;27,3;80;0,2;8;4;130;3;SE
30-09-2022;25,8;29,6;26,8;88;1,4;5,2;4;100;3;SE
01-10-2022;25,2;;;;17,8;0,4;4;140;2;SE
02-10-2022;25,1;30;26,3;88;17,1;5,3;5;130;2;C 
03-10-2022;24;29,4;26,2;88;9;5,2;4;140;2;SE
04-10-2022;24,4;30;26,8;86;5;7,7;3;120;2;SE
05-10-2022;24;28,8;26,1;86;27,1;7;3;120;2;SE
06-10-2022;24,3;27,6;25,5;93;30,6;1,4;4;130;2;SE
07-10-2022;24,4;29,6;26,5;89;13,3;0;5;150;2;SE
08-10-2022;24,2;28;25,2;94;114,5;1,3;3;280;1;C 
09-10-2022;24;29;25,8;90;13,1;2,5;5;120;1;C 
10-10-2022;23,8;30;26,3;86;16,2;1,8;6;160;2;C 
11-10-2022;;28,3;26,1;89;2,1;7,3;3;130;1;C 
12-10-2022;24,4;28,8;26,2;88;8,3;0,5;4;140;3;S 
13-10-2022;24,4;27,8;25,5;89;4,7;2,3;4;180;2;S 
14-10-2022;24;27,6;26,3;86;9,9;0;3;130;1;C 
15-10-2022;25;29;27,1;80;0,4;0;3;80;1;C 
16-10-2022;24,5;29,8;26,7;87;0,8;0;6;150;3;S 
17-10-2022;25;30,2;27,9;78;8888;4,2;5;100;2;C 
18-10-2022;;29;26,2;86;0,6;1;3;110;1;C 
19-10-2022;24,8;29;26,1;90;0,2;0;3;200;1;C 
20-10-2022;23,9;29,6;26,2;88;8,7;;3;120;1;C 
21-10-2022;24,2;28,6;25,9;92;5,1;3,7;3;160;1;SE
22-10-2022;24,6;31,6;27,9;83;1,7;0;3;140;1;C 
23-10-2022;25,2;31,4;28,2;82;0;9;5;190;2;C 
24-10-2022;;30,5;26,2;89;0,2;9;4;250;1;C 
25-10-2022;24,4;29,4;26,6;86;19,4;0,6;3;230;2;SW
26-10-2022;23,8;28,8;25,4;90;13,5;1;3;200;1;C 
27-10-2022;;29,4;26,5;80;4,9;0,4;3;190;1;C 
28-10-2022;23;30,1;26,8;81;0;6,1;3;130;1;SE
29-10-2022;24,2;28,8;26;78;0,5;8,3;4;150;2;SE
30-10-2022;24;29,3;26;82;4,8;0,4;4;140;2;SE
31-10-2022;24;29,4;26,5;80;2,4;3,5;6;150;2;SE
01-11-2022;24;29,4;25,5;92;26,5;9;4;140;1;C 
02-11-2022;23,4;29,4;26,1;88;206,8;0,2;4;120;2;SE
03-11-2022;24;30,4;27,6;87;9,3;5,2;4;150;2;SE
04-11-2022;23,7;30,2;26,7;86;40,2;5,2;3;130;1;C 
05-11-2022;;31;27,7;86;8888;;4;140;1;C 
06-11-2022;23,8;30;26,2;86;69,4;7,5;3;120;1;C 
07-11-2022;23,8;30,8;26,7;86;0,5;2,7;4;140;1;C 
08-11-2022;24;31;26,8;88;14,2;6,5;3;120;1;C 
09-11-2022;24,5;30,2;27;86;2,4;7,4;3;140;1;NW
10-11-2022;24,5;31,8;27,9;81;;1,5;4;240;2;SW
11-11-2022;24,3;30;26;90;18,6;;4;280;1;C 
12-11-2022;24;29,7;27,1;88;13,7;0,8;4;280;1;C 
13-11-2022;;30,5;27,1;89;5,5;0,7;4;160;1;C 
14-11-2022;24,5;31;27,1;88;19,3;5,5;3;170;1;NW
15-11-2022;25;31,6;27,9;84;5,5;4,2;3;220;1;C 
16-11-2022;24,8;31,5;27,8;84;13,8;8,5;3;110;1;C 
17-11-2022;24,4;30;26,3;90;1,6;4;2;120;1;C 
18-11-2022;24,6;31,4;28;82;35,3;3,4;3;140;1;C 
19-11-2022;23,1;;27,4;82;8,1;7;4;240;2;SW
20-11-2022;24,2;30,2;27;84;2,1;5,9;5;260;2;W 
21-11-2022;;;;;;;;;;
22-11-2022;24,4;29,7;26,5;86;14,7;6,5;3;250;2;S 
23-11-2022;23,9;29,8;26,4;86;65,6;2,2;3;340;1;NW
24-11-2022;24,2;29,8;26;86;3;0,3;4;140;2;SE
25-11-2022;23,1;30,6;26,5;88;35,3;4,3;2;300;1;C 
26-11-2022;24;28;25,7;92;63,3;1,7;3;190;1;C 
27-11-2022;23,6;30,3;26,5;84;104,5;0;4;200;1;C 
28-11-2022;24,2;28;25,9;89;1,2;2,7;3;210;1;C 
29-11-2022;24,2;29,2;26,6;84;1,2;1,2;3;180;1;S 
30-11-2022;24,2;28,4;25,5;89;7,9;1,5;2;210;0;C 
01-12-2022;24;30,2;27,5;83;0,5;0,8;3;170;1;S 
02-12-2022;23,8;28,3;25,4;91;56,7;7;2;70;1;C 
03-12-2022;23,8;30,2;26,8;85;86,5;0;3;140;1;W 
04-12-2022;24,6;31,2;27,1;88;21,4;4,7;4;180;1;C 
05-12-2022;25;32,2;27,6;86;1,8;5,5;3;200;1;C 
06-12-2022;24,4;31,2;26,8;87;2,4;4,5;3;140;1;C 
07-12-2022;25;30,5;27,5;85;2,6;5,3;3;140;1;SE
08-12-2022;25;31,3;27,1;87;2,4;2,3;3;230;1;C 
09-12-2022;24,6;31,2;27,6;83;6,3;2,7;4;250;2;S 
10-12-2022;23;30,8;26,7;81;33,4;7,5;4;180;2;SE
11-12-2022;25;31;27,7;84;1,2;7,5;3;160;2;SW
12-12-2022;;29,6;26,7;87;71,3;8,7;4;190;1;C 
13-12-2022;24,8;31;27,6;85;54,1;0,5;4;270;1;C 
14-12-2022;25,6;30,9;28,1;83;0;5,2;4;250;1;W 
15-12-2022;25,8;31,4;27,5;86;0,4;2,1;4;230;1;C 
16-12-2022;24,6;30,5;26,8;88;16,8;3,3;3;160;1;C 
17-12-2022;24;32;27,7;82;10,8;1,6;4;140;1;C 
18-12-2022;25,2;31;28,2;84;0;10,4;4;140;1;C 
19-12-2022;25,5;32,4;28,2;80;1,3;5,1;4;210;1;C 
20-12-2022;25;32,1;28,2;80;8,5;6;4;220;1;C 
21-12-2022;25,4;33,1;29;76;0;10;4;240;2;NW
22-12-2022;25,6;32,9;27,7;82;0;9,8;7;230;2;NW
23-12-2022;24,3;31,6;26,9;84;5,7;2,5;4;260;1;C 
24-12-2022;25;30;26,5;87;10,4;3,1;3;260;2;W 
25-12-2022;24,9;29,8;26,3;88;0,5;0;2;60;1;C 
26-12-2022;;30,3;26,6;87;6,3;0,5;4;270;1;C 
27-12-2022;24,2;30,2;26,8;85;1,8;0;4;260;1;C 
28-12-2022;24,6;30,2;26,8;86;0,6;0,9;6;260;2;W 
29-12-2022;;32,4;27,6;82;0,4;1,1;21;220;2;W 
30-12-2022;25,2;31,3;27,6;82;3,1;2,5;3;340;2;NW
31-12-2022;25,3;31,5;27,5;82;0;1,5;4;300;2;W 
01-01-2023;25;32;27,8;80;1,8;0;3;290;2;W 
02-01-2022;25,4;31,6;28,1;83;4,5;7,3;6;210;2;C 
03-01-2022;;32;28,1;78;0,5;9;3;220;1;C 
04-01-2022;24,2;31,6;27,6;79;0;;3;120;1;C 
05-01-2022;24,2;31,6;28,3;79;0;9;4;150;1;C 
06-01-2022;25,8;32;28,3;78;0,4;9;3;190;1;C 
07-01-2022;25,6;31,9;28,5;80;2,3;4,5;5;270;1;C 
08-01-2022;23,6;32,4;27,2;85;70,5;8,2;4;300;1;C 
09-01-2022;;32;27,9;84;22,5;6,3;3;230;1;C 
10-01-2022;25;31,4;27,7;84;2,1;6;3;240;1;C 
11-01-2022;25,2;32,2;27,2;86;17,5;6;5;250;2;C 
12-01-2022;23,6;30,2;27;85;33,5;6,7;4;250;1;W 
13-01-2022;24,5;30;25,9;88;6,2;3,3;10;210;2;W 
14-01-2022;;32,5;27,4;85;38,8;0,4;3;270;1;W 
15-01-2022;24,4;31,8;27,8;82;0;;3;260;1;NW
16-01-2022;24,2;34,2;28,4;79;2,4;0;4;260;1;W 
17-01-2022;26,2;33;28,9;80;0;7;4;270;1;C 
18-01-2022;;32,6;27,9;83;;5,4;5;240;2;W 
19-01-2022;25,6;32,3;27,3;85;11,2;8;4;240;1;C 
20-01-2022;24,2;31,2;26,8;86;108,5;7;4;240;0;C 
21-01-2022;24,6;;27,3;85;6;2,5;3;220;1;C 
22-01-2022;24,4;31,8;27,8;80;6,4;5,5;3;210;1;C 
23-01-2022;25;;27,6;84;0,7;7,4;5;220;1;C 
24-01-2022;;32,4;28;82;1,2;4,5;5;230;2;W 
25-01-2022;;;29;80;;10;5;240;2;W 
26-01-2022;25,2;33,2;28,1;82;1,2;8;4;240;1;C 
27-01-2022;25;32,4;27,8;82;2,7;5,5;4;300;1;C 
28-01-2022;;32,4;27,9;85;16;4,3;4;250;1;C 
29-01-2022;25;33;28,3;80;3,5;7,1;3;200;1;C 
30-01-2022;25,2;31,9;27,9;82;8888;6,6;4;310;1;C 
31-01-2022;;33,2;27,7;78;4;1,5;4;220;1;C 
01-02-2022;24,8;32,2;27,6;81;5,2;7;3;240;1;C 
02-02-2023;24,2;32;;;1,9;0;4;320;1;C 
03-02-2023;;;;;;;;;;
04-02-2023;25;30,8;27,7;84;0;0;6;270;2;W 
05-02-2023;25,5;33,2;28,4;76;;0,5;4;250;1;C 
06-02-2023;25,1;31,6;27,6;78;1,4;5,2;5;280;2;C 
07-02-2023;25,2;32,9;28;83;;0,5;4;260;1;W 
08-02-2023;25,1;32,8;28;80;12,8;3,5;6;220;2;C 
09-02-2023;25,4;31,2;27;84;0;2,7;6;260;2;C 
10-02-2023;;30,8;25,8;91;0,4;1,5;3;240;1;C 
11-02-2023;24,2;33,3;28;82;8,1;0,2;15;20;2;C 
12-02-2023;24,8;30;25,9;89;8888;;6;260;1;C 
13-02-2023;24,3;31;27,1;83;9,8;0,2;6;250;1;C 
14-02-2023;24,2;31,8;27,2;81;;;6;250;3;W 
15-02-2023;24,6;31,6;27,9;80;0;7,5;6;250;2;W 
16-02-2023;25;32;26,9;83;0;5;8;240;2;C 
17-02-2023;24;32;27,1;82;3,2;5,5;3;240;2;W 
18-02-2023;24,4;31,8;27,3;85;5;4,5;3;250;1;C 
19-02-2023;24,6;32,2;27,7;83;0;2;4;260;2;W 
20-02-2023;24;31,2;27,5;83;19,4;8,5;5;240;2;C 
21-02-2023;24,6;32,2;27,9;82;0;8,2;5;230;2;W 
22-02-2023;;31,8;27,4;84;5,2;9,1;3;210;1;C 
23-02-2023;25,6;32,8;28,1;82;0,4;5,2;3;300;1;C 
24-02-2023;25,5;31,8;27,3;87;8,4;4,2;3;290;1;C 
25-02-2023;25,3;31;26,8;88;5,9;2,5;4;290;1;W 
26-02-2023;25,4;31,7;27,2;88;1;0,7;4;340;1;C 
27-02-2023;;30;26,5;85;26,7;1,1;4;300;1;W 
28-02-2023;25;31,4;26,4;87;3,6;0,5;5;300;1;C 
01-03-2023;23,8;31,4;26,9;84;0,7;3,1;4;260;2;W 
02-03-2023;25;30,2;;;0,3;4,2;5;250;2;C 
03-03-2023;23,8;32,3;27,1;82;22;0,5;4;240;2;W 
04-03-2023;23,8;;28,1;82;;9;4;220;2;C 
05-03-2023;24,8;32,2;27,6;82;0;6,5;6;220;2;W 
06-03-2023;26;31,9;28,6;80;0,6;8,3;5;230;2;W 
07-03-2023;25,2;32,2;28,1;80;0;9,5;4;210;2;W 
08-03-2023;25,6;31;27,6;82;5,1;;4;240;1;C 
09-03-2023;24,4;31,8;27,3;84;3,5;7;3;120;1;C 
10-03-2023;24,4;31,8;28;82;0;6;3;140;1;C 
11-03-2023;25;32;;;2,8;8;4;140;2;SE
12-03-2023;;32;28,2;81;;10;3;140;1;W 
13-03-2023;24,3;32,5;28,4;79;;9,2;3;150;1;C 
14-03-2023;24,6;31,8;27,9;80;0;9,5;4;170;2;SE
15-03-2023;25;32,2;27,7;81;0;10,6;4;140;1;C 
16-03-2023;25;32;28,1;82;4,4;8,7;3;150;2;C 
17-03-2023;25;31,5;26,6;89;8,4;5,3;4;160;1;C 
18-03-2023;24;32;27,2;86;10,1;2,2;4;140;2;NW
19-03-2023;24,4;31,8;27,8;85;;7,8;3;130;2;SE
20-03-2023;;;;;;;;;;
21-03-2023;24,4;32;27,7;84;2,8;5,5;4;130;2;C 
22-03-2023;24,8;32;28,1;84;84;9,8;3;110;1;C 
23-03-2023;25,6;32,4;28,4;84;1,5;8,8;3;130;1;SE
24-03-2023;25,6;32,6;28,6;84;;4,4;3;180;1;C 
25-03-2023;25,6;31,6;27,2;90;3,5;7,7;3;290;2;NW
26-03-2023;24,4;32,4;27,9;84;29,3;4,5;3;240;2;W 
27-03-2023;24,9;29,9;26,3;85;0;7;7;220;2;W 
28-03-2023;24,6;32,4;27,7;82;4;1,3;6;230;2;W 
29-03-2023;25,2;32,2;27,7;82;0;7,6;5;300;2;C 
30-03-2023;24,6;32,4;27,8;82;;7,4;4;200;2;W 
31-03-2023;24,9;32,2;27,9;80;;8;3;230;2;W 
01-04-2023;23,7;31,8;27,1;84;5;3,8;4;230;1;C 
02-04-2023;24,2;31,9;27,7;84;3;4,5;4;210;2;W 
03-04-2023;24,9;31,2;27,5;84;;6,8;4;240;1;C 
04-04-2023;24,4;32,6;27,3;86;11,9;2,3;3;230;1;C 
05-04-2023;24,6;31,6;27,8;82;;8;3;220;1;C 
06-04-2023;25,2;31,7;27,6;80;;6,5;3;230;1;C 
07-04-2023;24,6;32;27,6;82;0;3,7;4;180;1;W 
08-04-2023;25;32;27,9;81;0;6,8;3;200;1;W 
09-04-2023;24,6;32,5;28,1;78;0;5,2;4;240;2;SW
10-04-2023;;30,3;27,4;84;15,8;9,4;4;230;2;SW
11-04-2023;25;;27,8;82;8,4;2,4;5;280;2;W 
12-04-2023;;31,8;27,4;87;8,7;9,8;4;240;2;SW
13-04-2023;23,9;29,4;26,3;86;23,5;;4;210;1;W 
14-04-2023;24,8;28,8;26,6;88;2,6;0;2;280;1;W 
15-04-2023;24,6;31,2;27,3;83;1,2;0,2;3;230;1;C 
16-04-2023;24,9;32,2;28,1;82;4;6,4;3;240;1;C 
17-04-2023;25,2;32,4;28,3;82;0;7,5;5;310;2;C 
18-04-2023;25,8;32,4;28,6;84;;9,5;3;150;2;SE
19-04-2023;26,3;32,2;28,9;80;;6,5;3;160;2;SE
20-04-2023;26,3;33;28,6;83;5,8;9,6;4;130;2;SE
21-04-2023;26,2;;;;4,2;9,5;3;140;1;C 
22-04-2023;26;32;28,5;84;0;9;4;110;2;E 
23-04-2023;25,7;32,4;28,4;83;0,1;6,2;4;150;2;SE
24-04-2023;24,8;31,8;27,9;84;25;7,2;4;150;2;SE
25-04-2023;25;31,8;28,2;80;0,2;5,1;3;130;1;SE
26-04-2023;25,6;32,2;28,2;85;1,3;7,5;3;180;1;C 
27-04-2023;25,4;31,7;28,2;88;14;5,7;6;150;2;SE
28-04-2023;25,1;31,4;;;356;9,2;4;40;1;NE
29-04-2023;24,6;32,4;26,9;90;1,3;3,4;3;40;1;C 
30-04-2023;25;31,7;27,8;87;4;5,1;4;260;2;SE
01-05-2023;24,5;32;27,3;90;12,3;;2;310;1;C 
02-05-2023;25;31,6;28,3;86;18,3;2,5;3;140;2;SE
03-05-2023;26,3;32,2;28,6;87;6,3;9,2;3;180;1;SE
04-05-2023;25,8;31,8;28;86;1,5;3,1;3;130;1;W 
05-05-2023;;31,8;27,7;84;48,5;3,5;4;70;2;SE
06-05-2023;;30,9;27,7;90;12,1;9,5;3;280;2;SE
07-05-2023;25,9;31,4;28,5;84;3,8;3,3;3;140;2;SE
08-05-2023;25,7;31;28;84;8888;8,3;3;130;2;SE
09-05-2023;26;32;29,2;81;0;4,5;4;120;2;E 
10-05-2023;26,4;32;29,1;83;;8,5;5;110;3;SE
11-05-2023;;32;27,6;88;90,9;8,5;3;130;1;E 
12-05-2023;24,9;31,6;29;81;13,4;4;8;110;4;E 
13-05-2023;27;30,8;28,9;76;0,2;;5;120;3;SE
14-05-2023;23,6;30,5;28;75;0;6;6;110;3;SE
15-05-2023;25;30,5;27,7;74;0;10,2;8;110;4;E 
16-05-2023;23,6;30,8;26,7;80;;9,3;5;120;2;E 
17-05-2023;;31;27,3;76;;8,9;4;120;2;SE
18-05-2023;25;30,4;27;81;;10,5;3;110;2;SE
19-05-2023;24,6;30,4;27,6;79;0;9,1;4;110;2;E 
20-05-2023;;31;28,2;78;;9,1;4;120;2;SE
21-05-2023;24,6;31,2;27,5;80;0;7;6;130;2;SE
22-05-2023;24,8;31;28;77;;9;4;130;2;E 
23-05-2023;24,6;30,6;27,2;84;1,7;10,1;4;130;2;E 
24-05-2023;24,4;31;27,6;80;;10;4;160;2;SE
25-05-2023;25;31;27,9;80;;10,1;4;140;2;SE
26-05-2023;24,8;31,2;28,7;77;0;10;4;120;3;SE
27-05-2023;24,8;31,4;28,5;77;;10;4;100;3;E 
28-05-2023;25,2;30,8;27,7;75;0;7,2;6;140;3;E 
29-05-2023;23,9;30,8;27,9;78;0;8,3;4;120;2;SE
30-05-2023;24;31;27,9;78;0;10,1;4;110;2;SE
31-05-2023;24,4;31,8;28,2;78;;9,4;4;120;2;SE
01-06-2023;25;31;27,7;82;;9,8;5;140;3;SE
02-06-2023;25,6;30,9;27,9;82;0;9,8;5;120;4;SE
03-06-2023;26,8;30,9;28,3;79;0;7,4;4;120;3;SE
04-06-2023;25,5;31;27,6;81;0;8,5;4;90;2;E 
05-06-2023;25,4;30,8;27,6;80;0;10;5;140;3;E 
06-06-2023;;30;27;84;11,5;7,5;5;110;3;E 
07-06-2023;24,8;27,8;26,6;88;10,4;2;8;90;4;E 
08-06-2023;25;31;27,7;85;6,2;0,3;5;100;4;E 
09-06-2023;26,2;29,8;27,5;80;0,5;9;6;110;3;SE
10-06-2023;24,5;29,8;26,8;84;;8;5;70;2;SE
11-06-2023;24,3;29,8;26,4;86;;10;4;120;2;SE
